0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.0643935,-0.10146339,-0.18707529,-0.31555778,-0.34181648,-0.15213786,0.04305268,0.26177818,0.20246252,0.25748557,0.2788882,0.2783583,0.27970344,0.31876773,0.38445652,0.4795435,0.5632832,0.6033541,0.6118102,0.5831029,0.4975181,0.37445,0.20778376,0.014028141,-0.13880566,-0.20545162,-0.3087514,-0.39352846,-0.45968068,-0.49724928,-0.4869404,-0.40375823,-0.17258358,0.05391866,0.28695667,0.52665377,0.53603554,0.43570882,0.33603674,0.24628624,0.15937722,0.1400725,0.16030735,0.18714891,0.24398851,0.322742,0.35990256,0.3312287,0.2648124,0.13886228,0.009424979,-0.13847822,-0.262985,-0.31038803,-0.32726955,-0.3289197,-0.3570245,-0.34391153,-0.3162892,-0.3669449,-0.396815,-0.42767912,-0.41004992,-0.34730673
-1.3212347,-1.4619045,-1.5124705,-1.6164169,-1.5317633,-1.176373,-0.57574916,-0.04720989,0.47027022,0.7060021,0.9925134,1.2996657,1.5163848,1.5535178,1.4851363,1.1640434,0.54278165,-0.07335396,-0.6398488,-1.0984948,-1.3953629,-1.4062393,-1.3095565,-1.1313763,-0.99998647,-0.9297321,-0.8710655,-1.0336225,-1.2466339,-1.5068598,-1.7045761,-1.7502732,-1.3312681,-0.76178765,-0.28972942,0.049971547,0.09059715,0.13221475,0.062995,0.193818,0.21843599,0.3481639,0.49679035,0.7583109,0.9397013,1.1151226,1.2609719,1.2900232,1.2044837,1.2231426,1.2145653,1.2806551,1.3368399,1.3645045,1.4674759,1.4954772,1.4930243,1.5483525,1.590493,1.583118,1.5680766,1.5834668,1.5590658,1.4517016
-0.7305254,-0.8874859,-0.9664148,-1.1311615,-0.96904683,-0.65607905,-0.3442331,-0.17162219,0.012931066,-0.02195637,-0.10378346,-0.1380928,-0.15178888,-0.09262031,0.009347536,0.045127794,0.18768287,0.34662753,0.52002835,0.619048,0.6910243,0.70696974,0.46293294,0.08933404,-0.290461,-0.4687875,-0.62061954,-0.69842017,-0.7793176,-0.91305804,-0.982405,-1.0322104,-1.0655966,-0.9730129,-0.81375694,-0.30639842,0.4648975,0.95927703,1.2507446,1.464572,1.642262,1.8148259,2.0547745,2.2488358,2.412245,2.5366533,2.6284902,2.6072712,2.3793414,2.0703452,1.6670284,1.278425,0.9991448,0.8530752,0.85012245,0.9049697,0.9570985,0.9755732,0.8766097,0.7571052,0.5984808,0.42188406,0.28302473,0.21185185
0.116245896,0.019834518,0.00862892,-0.29046398,-0.91500115,-1.5132707,-1.7817261,-1.827821,-1.7658427,-1.7228451,-1.6345241,-1.6461091,-1.7064114,-1.7302063,-1.7612138,-1.7874578,-1.9228106,-1.9526229,-2.0169246,-1.9934187,-1.7868955,-1.4565878,-0.99899364,-0.35009965,0.19323933,0.35954857,0.49487567,0.5881578,0.6722348,0.5930791,0.3863241,0.056695387,-0.23560083,-0.40510374,-0.83378386,-1.5785887,-2.232918,-2.213059,-2.079995,-1.9580033,-1.8409693,-1.8614821,-1.871665,-1.8818953,-1.9092126,-1.905787,-1.8894296,-1.8736522,-1.8256185,-1.6314635,-1.398922,-1.201879,-0.9662411,-0.89434373,-0.8118689,-0.7300297,-0.63960445,-0.5377995,-0.4008636,-0.23409821,-0.0017498247,0.2002621,0.39711004,0.5074023
0.14891973,0.16208608,0.22038764,0.2737472,0.28393555,0.44973475,0.5857087,0.6689354,0.59387976,0.5490118,0.507974,0.49272192,0.46515232,0.47214663,0.45743245,0.43792582,0.5482509,0.56620896,0.58254266,0.59736836,0.5502876,0.47444522,0.3776347,0.26930726,0.124395765,0.05178733,-0.021149019,-0.042517867,-0.061458834,-0.06151746,-0.04154904,0.03635875,0.48360437,0.8482003,1.2985559,1.5607457,1.4811487,1.1051981,0.8048035,0.6555463,0.61047566,0.59480053,0.6281668,0.63939375,0.6769521,0.74237525,0.84048605,0.8912225,0.8918904,0.7835715,0.59618366,0.42895418,0.34944332,0.28270823,0.21777064,0.18927926,0.24960256,0.28196263,0.36101562,0.40205383,0.3295393,0.1785225,-0.09600784,-0.50983477
-1.848588,-1.6643589,-1.5010488,-1.0740222,0.07561812,1.1182854,1.6723967,1.7993962,1.6340015,1.4815335,1.3077171,1.1405234,1.0501919,1.0164863,1.0782123,1.1850212,1.2916093,1.410157,1.577605,1.6044703,1.3275771,0.6469619,-0.1535095,-1.0845726,-1.6343822,-1.9379544,-2.0742989,-2.0528808,-1.9757771,-1.7967343,-1.5635121,-1.3144071,-1.2037947,-1.2680745,-1.1235001,-0.501107,0.6464639,1.202862,1.3212719,1.3033948,1.1814969,1.0508744,0.9074325,0.75648427,0.5597507,0.3276639,-0.04602497,-0.41072273,-0.7635752,-1.0887582,-1.272161,-1.3710866,-1.4437916,-1.4836593,-1.4662402,-1.4288192,-1.3417933,-1.2887576,-1.1827872,-1.0170712,-0.80182564,-0.71270704,-0.65041673,-0.55894244
0.18405685,0.27215618,0.42412436,0.6249956,0.8047903,0.7319095,0.41916293,0.22211038,0.16535448,0.1607454,0.17908427,0.21622536,0.27968377,0.3438663,0.41676295,0.49473715,0.6317781,0.73059654,0.8261863,0.9175978,1.1182106,1.4032388,1.6177518,1.6691589,1.5440872,1.4465699,1.3740942,1.3282397,1.3461995,1.4249542,1.4892542,1.5898371,1.7538455,1.8806992,1.9201,1.6304107,0.79400766,-0.016987316,-0.39338756,-0.5658145,-0.66733074,-0.70422435,-0.72369504,-0.6758187,-0.62263,-0.4742514,-0.2768222,0.0074122306,0.29867154,0.5597395,0.6882814,0.7464802,0.8420657,0.8587215,0.7899008,0.7314657,0.5833919,0.45419002,0.27896887,0.12528363,0.031580098,-0.039206333,-0.07635347,-0.061327565
0.3251177,0.24640106,0.13078398,-0.20413499,-0.8623929,-1.5359836,-1.6960533,-1.6568913,-1.6051683,-1.5745587,-1.502526,-1.4770846,-1.495758,-1.5552213,-1.6316662,-1.6955538,-1.8129404,-1.7735064,-1.7030001,-1.6141646,-1.4154875,-1.0823438,-0.63819164,-0.082688965,0.3235591,0.6062474,0.75400305,0.815032,0.7707851,0.7656747,0.65996206,0.3755924,0.21851861,0.10812225,-0.10173956,-0.7467861,-1.3650765,-1.5369744,-1.4879677,-1.4298897,-1.3738058,-1.336632,-1.265595,-1.1615257,-1.0549858,-0.92294,-0.76185566,-0.47884247,-0.1224599,0.30381727,0.7096859,0.9832896,1.1749982,1.2715688,1.3581345,1.3811314,1.4459126,1.4963603,1.55493,1.6368773,1.7032294,1.6711311,1.5365136,1.26841
0.34669352,0.26362544,0.23499991,0.16620086,0.046706177,-0.080045216,-0.13418572,-0.16002205,-0.10015536,-0.033874474,0.039490037,0.124008454,0.21694908,0.28803283,0.38421506,0.44882983,0.49115622,0.46580315,0.35999578,0.20441285,0.027432807,-0.18888548,-0.41772634,-0.5360013,-0.6207316,-0.6775321,-0.7423649,-0.70901906,-0.669734,-0.42925686,-0.19390719,0.041759774,0.08413276,0.030791372,0.054663885,0.4072032,0.86703247,0.9914386,0.9985627,0.9720874,0.95597124,0.9431757,0.9839746,1.0482187,1.2025115,1.3545318,1.5809805,1.7673526,1.9190416,1.8879161,1.7774181,1.594393,1.354208,1.2085197,1.1576931,1.139524,1.1581707,1.0962393,1.028585,0.93816924,0.8518644,0.71137524,0.45343506,0.10541416
0.038915746,0.16213655,0.30131334,0.20941,-0.06947586,-0.449431,-0.6936873,-0.7700374,-0.8596879,-0.83912134,-0.8501389,-0.9098408,-0.9962529,-1.0307949,-1.0430977,-1.0431328,-1.05212,-1.0091572,-1.0275307,-1.0731049,-1.0131006,-0.8328533,-0.5633732,-0.26002517,0.00060714036,0.13836926,0.26024193,0.29309085,0.25207835,0.10712598,-0.10154623,-0.32899082,-0.5749674,-0.8054682,-1.1478732,-1.5933509,-1.7606091,-1.5573685,-1.2509773,-1.0845838,-0.9855047,-0.9732189,-0.94339454,-1.0098786,-1.1054158,-1.1845553,-1.2246411,-1.3019173,-1.3404229,-1.1713512,-0.9831918,-0.78598034,-0.59669757,-0.459103,-0.37987447,-0.35358477,-0.30608183,-0.3050955,-0.26926017,-0.2043787,-0.09214967,0.0437855,0.12458442,0.18532342
